# fen	move_played	grade	source
B:W24,27,29,32,33,34,38,39,43,44,46,47,48,49:B2,3,6,8,9,10,11,13,14,15,16,18,23,26	18-22	?	deel58:p79
W:W22,28,32,33,34,35,36,37,38,40,41,43,45,47,48:B2,3,4,5,6,8,11,13,15,16,19,21,24,25,26	47-42	?	deel58:p79
W:W25,32,37,42,43,44,45,48:B3,6,9,11,15,16,19,26,33	43-39	?	deel58:p79
W:W25,27,28,30,32,34,35,37,38,41,42,43,45,48,49,50:B3,5,6,9,11,13,14,15,16,17,18,19,21,23,24,26	28-22	?	deel58:p80
B:W21,25,26,32,35,39,42,43,45,48,49,50:B3,5,6,9,13,14,15,16,19	16x47	!	deel58:p80
B:W22,28,32,33,34,35,36,38,42:B12,13,14,15,16,19,21,23,25	21-26	?	deel58:p80
B:W24,25,26,31,36,38,47,48,49:B6,7,9,11,15,17,18,22,27	18-23	?	deel58:p81
B:W26,29,31,33,36,37,38,39,43,45,47,49:B2,7,9,11,12,13,15,18,19,22,25,27	19-23	?	deel58:p81
W:W16,25,28,31,35,37,38,39,40,41,42,43,44,45,46:B2,7,8,9,11,12,13,14,15,17,18,19,22,26,29	39-33	?	deel58:p82
B:W16,25,28,31,33,35,37,38,40,41,42,43,44,45,46:B2,7,8,9,11,12,13,14,15,17,18,19,22,26,29	17-21	!	deel58:p82
W:W27,28,31,32,33,34,35,38,42,43,48:B1,3,4,13,16,18,19,21,23,24,25	31-26	?	deel58:p82
B:W26,27,28,32,33,34,35,38,42,43,48:B1,3,4,13,16,18,19,21,23,24,25	4-9	!	deel58:p82
W:W24,26,28,29,31,33,34,36,38,39,40,42,43,44,45,47,49:B1,2,4,8,9,10,11,12,13,15,17,18,19,20,22,25,27	34-30	!	deel58:p83
W:W26,31,36,38,39,42,43,44,45,47,49:B1,2,4,8,9,10,11,12,13,15,17,20,22,27,30,32,40	45x5	!	deel58:p83
W:W25,28,30,31,32,35,36,37,38,41,44,45,46,48:B3,6,8,9,10,13,14,16,17,18,19,23,26,29	44-40	?	deel58:p84
W:W6,22,30,32,33,35,38,43,47:B1,7,19,20,23,24,26,29,36	30-25	?	deel58:p84
B:W6,22,25,32,33,35,38,43,47:B1,7,19,20,23,24,26,29,36	23-28	!	deel58:p84
B:W25,27,29,30,32,35,36,37,38,45,47,48,49:B2,3,9,10,12,13,14,15,16,17,19,20,26	2-8	?	deel58:p85
B:W24,25,29,34,36,39,43,48:B3,6,11,12,14,23,35	14-20	!	deel58:p85
W:W16,19,36,39,43,48:BK50,6,35	16-11	?	deel58:p85
B:WK1,25,32,33,35,37,38,40,42,43:B3,6,13,14,19,22,23,24,36	23-29	!	deel58:p85
W:WK3,36,38,39,42,43,45,49:B2,4,10,11,12,15,16,31,34	3x5	!	deel58:p86
B:W25,28,30,31,35,37,38,39,40,41,43,46,47,48:B1,3,4,8,9,12,14,15,16,18,19,21,24,26	8-13	?	deel58:p86
W:W25,28,30,31,35,37,38,39,40,41,43,46,47,48:B1,3,4,9,12,13,14,15,16,18,19,21,24,26	28-23	!	deel58:p86
W:W25,30,35,38,40,41,46,47,48:B1,3,4,9,12,13,14,15,16,21,24,28	30x26	!	deel58:p86
B:W25,29,30,32,34,35,36,42,46,48,49:B2,3,8,11,12,14,15,16,18,22,23	14-19	?	deel58:p87
W:W25,29,33,36,37,38,41,42,43:B6,9,12,13,14,17,20,26,27	37-32	?	deel58:p91
W:W25,27,32,33,34,36,37,39,40,42,48:B4,9,11,12,14,16,19,21,23,26,30	42-38	?	deel58:p91
B:W25,27,32,33,34,36,37,38,39,40,48:B4,9,11,12,14,16,19,21,23,26,30	14-20	!	deel58:p91
W:W28,33,34,35,36,37,39,40,42,43,48,49:B2,6,8,10,12,15,16,18,20,21,24,27	28-22	?	deel58:p91
B:W22,33,34,35,36,37,39,40,42,43,48,49:B2,6,8,10,12,15,16,18,20,21,24,27	18-23	!	deel58:p91
B:W28,29,32,33,35,36,37,38,43,45,48:B1,2,3,8,9,11,13,14,18,19,24	1-7	?	deel58:p92
B:W23,27,32,33,37,38,39,40,43,44:B4,8,12,13,14,16,17,24,25,35	13-19	?	deel58:p92
W:W27,28,31,32,35,36,38,40,42,43,44,48,50:B2,6,7,8,9,10,12,13,15,17,19,23,29	35-30	?	deel58:p92
W:W22,26,28,33,35,36,39,47,48:B6,11,13,14,16,17,19,24,25	48-43	?	deel58:p93
B:W24,26,28,31,36,39,41,43:B6,11,13,14,17,25	25-30	!	deel58:p93
W:W16,25,26,32,33,37,38,39,40,47,49,50:B7,8,10,12,13,14,17,18,19,22,23,24	37-31	?	deel58:p93
W:W25,26,33,36,38,40,42,43,45,47,48:B2,3,4,11,12,13,14,18,19,22,23	33-28	?	deel58:p93
B:W25,26,29,36,42,43,45,47,48:B2,3,4,11,12,13,14,18,19	19-23	!	deel58:p93
W:W28,31,32,33,34,35,36,37,39,42,43,44,45,47,49:B2,4,6,9,11,12,13,14,15,16,19,21,23,24,26	44-40	?	deel58:p93
B:W28,31,32,33,34,35,36,37,39,40,42,43,45,47,49:B2,4,6,9,11,12,13,14,15,16,19,21,23,24,26	21-27	!	deel58:p93
B:W26,27,30,38,39,43,48:B8,9,12,15,16,17,19	15-20	?	deel58:p93
W:W26,27,30,38,39,43,48:B8,9,12,16,17,19,20	30-24	!	deel58:p93
B:W27,28,29,31,32,34,35,36,37,38,42,48:B6,7,8,9,12,13,15,16,18,19,23,26	18-22	?	deel58:p94
W:W31,32,34,35,36,37,38,42,43:B6,7,9,15,16,19,21,22,26	32-27	!	deel58:p94
B:W27,29,31,32,33,34,39,43,44,45:B3,9,13,15,16,18,20,21,23,24	21-26	?	deel58:p94
B:W28,31,32,34,35,36,37,38,39,40,42,43,45,47,48,50:B1,2,3,6,8,9,11,12,14,15,16,18,19,20,23,26	11-17	?	deel58:p94
W:W28,31,32,34,35,36,37,38,39,40,42,43,45,47,48,50:B1,2,3,6,8,9,12,14,15,16,17,18,19,20,23,26	28-22	!	deel58:p94
W:W32,34,35,36,37,38,39,40,42,43,45,47,48,50:B1,2,3,6,7,8,9,12,14,15,19,20,23,26	37-31	!	deel58:p94
W:W35,36,38,40,42,43,45,47,48,50:B1,2,3,6,7,8,9,12,14,15,19,20,23,30	35x4	!	deel58:p94
W:W15,25,30,33,35,37,38,40,42,47,49:B3,4,9,12,13,14,18,23,26,27,36	40-34	?	deel58:p95
B:W23,24,25,26,27,30,33,35,36,42,49:B3,4,9,12,13,18	18x47	!	deel58:p95
B:W8,25,27,30,32,35,37,38,39,40,42,45,47,48:B3,6,7,9,13,14,15,16,18,19,23,24,26	13x2	?	deel58:p95
W:W25,28,29,33,35,36,38,40,42,43,48,49:B2,4,6,9,13,14,15,17,18,20,22,27,30	35x24	?	deel58:p95
W:W21,26,27,35,37,40,41,42,43,44,45:B3,5,8,12,13,14,16,17,19,25,29	42-38	?	deel58:p95
B:W23,26,27,28,35,39,41,43,45,48:B6,11,12,13,14,16,19,20,25	13-18	?	deel58:p95
W:W26,27,30,33,34,35,36,38,41,43,48,50:B1,3,8,12,13,14,15,16,17,18,19,23	38-32	?	deel58:p96
W:W27,28,32,33,34,35,37,38,45,48,49:B3,4,6,8,13,16,18,19,24,25,26	49-43	?	deel58:p96
W:W24,29,31,32,34,36,37,38,39,40,42,43,44,45,48:B2,3,4,6,8,12,13,14,15,16,18,20,22,25,26	39-33	?	deel58:p96
W:W20,25,26,30,37,39,41,42,47:B2,3,4,9,14,17,18,21,28	42-38	?	deel58:p97
B:W25,27,30,33,35,36,37,38,42,43,48:B6,7,9,12,13,15,18,19,23,24,26	9-14	?	deel58:p97
B:W26,28,34,35,37,39,40,41,42,43,44,45,47,48,49,50:B2,3,4,5,6,7,8,11,12,13,14,15,17,20,24,27	12-18	?	deel58:p97
W:W26,28,34,35,37,39,40,41,42,43,44,45,47,48,49,50:B2,3,4,5,6,7,8,11,13,14,15,17,18,20,24,27	35-30	!	deel58:p97
W:W23,24,26,29,33,34,35,36,37,38,39,40,41,43,44,45,46,47,49:B2,4,5,6,7,8,9,11,12,13,14,15,16,17,18,20,22,25,27	37-31	?	deel58:p98
B:W23,24,26,29,31,33,34,35,36,38,39,40,41,43,44,45,46,47,49:B2,4,5,6,7,8,9,11,12,13,14,15,16,17,18,20,22,25,27	27-32	!	deel58:p98
W:W22,27,28,32,33,35,36,37,38,39,41,43,45,46,47:B3,6,8,11,12,13,15,16,18,19,21,23,24,25,26	45-40	?	deel58:p98
W:W25,28,33,34,36,37,38,42,43,46,47,48:B1,3,7,8,12,13,14,16,17,18,24,27	34-29	?	deel58:p98
W:W28,33,34,35,36,37,38,39,40,41,43,47,48:B3,9,11,12,13,14,15,17,19,22,24,26,27	37-32	?	deel58:p99
B:W28,32,33,34,35,36,38,39,40,41,43,47,48:B3,9,11,12,13,14,15,17,19,22,24,26,27	24-29	!	deel58:p99
W:W23,28,29,36,39,40,41,47,49:B4,6,7,12,13,14,19,20,21	36-31	?	deel58:p99
B:W32,33,35,36,37,38,39,40,42,45,48:B3,4,12,13,15,18,19,20,21,23,26	20-24	?	deel58:p99
B:W25,26,33,34,36,39,41,42,43,44,47,49:B2,5,11,12,15,16,17,18,19,21,22,23	21-27	?	deel58:p99
B:W25,27,29,32,34,35,36,37,38,39,42,47,48,49:B3,4,6,7,9,11,12,13,14,16,17,18,19,20	4-10	?	deel58:p100
W:W25,27,29,32,34,35,36,37,38,39,42,47,48,49:B3,6,7,9,10,11,12,13,14,16,17,18,19,20	27-22	!	deel58:p100
W:W26,27,31,33,34,35,36,38,39,41,43,49:B2,6,8,10,11,12,13,14,16,17,23,24	34-29	?	deel58:p100
B:W19,26,27,31,33,35,36,38,41,43,49:B2,6,8,10,11,12,13,14,16,17	13x24	!	deel58:p100
B:W24,29,31,32,33,34,37,38,39,40,41,42,43,44,45,47,49:B2,3,4,5,6,7,8,9,11,12,13,14,15,18,20,23,26	12-17	?	deel58:p100
W:W27,29,31,32,33,34,39,42,43,44,48:B2,3,4,12,17,18,20,22,23,24,35	33-28	?	deel58:p101
B:W19,27,32,33,36,37,38,39,40,42,43,45,47,48,49,50:B2,3,6,7,8,9,10,12,13,14,15,16,18,20,30	14x23	?	deel58:p101
B:W25,28,30,32,33,35,36,38,39:B3,8,13,17,18,19,23,24	24-29	?	deel58:p101
W:W15,26,31,33,34,35,36,37,38,39,43,45,46,49:B2,4,7,8,12,13,14,17,18,22,23,25,27,28	37-32	?	deel58:p102
B:W24,27,28,29,32,34,37,38,39,40,41,42,43,44,45,47,49:B1,2,3,4,7,8,9,12,13,15,16,18,20,21,23,25,26	1-6	?	deel58:p102
B:W22,26,27,30,35,39,42,45,47,49:B11,12,13,14,15,18,19,20,23	20-25	?	deel58:p102
B:W26,31,32,35,36,37,38,39,40,45,47,48,49:B2,4,9,11,12,13,14,15,16,19,22,25,29	19-23	?	deel58:p103
B:W6,27,28,33,34,36,38,45,48,49:B1,8,9,13,16,17,18,24,25,35	35-40	?	deel58:p103
B:W25,26,27,31,33,34,36,39,43,44,45,46,47,48,49:B1,3,5,6,7,8,9,10,12,13,15,16,18,19,22	19-23	?	deel58:p103
W:W16,28,33,35,36,38,39,41,42,43,45:B6,7,8,9,11,12,13,14,18,19,24	39-34	?	deel58:p103
B:W28,29,33,34,35,36,37,38,39,40,43,44,45:B6,8,9,12,13,14,15,18,19,20,24,25,26	12-17	?	deel58:p104
B:W28,29,33,35,38,39,42,45,47:B8,9,15,17,18,20,24,26,31	31-37	?	deel58:p104
B:W27,31,32,33,34,36,39,41,43,44,49:B2,6,9,10,14,15,16,17,18,22,23	23-29	?	deel58:p104
W:W30,33,34,36,37,38,39,40,41,42,44,47,48,49,50:B2,3,4,6,7,8,9,11,12,13,14,17,19,23,27	37-32	?	deel58:p104
B:W30,32,33,34,36,38,39,40,41,42,44,47,48,49,50:B2,3,4,6,7,8,9,11,12,13,14,17,19,23,27	27-31	!	deel58:p104
B:W24,27,29,33,34,35,36,37,38,39,41,42,43,45,46,47,48,50:B2,3,5,6,7,8,9,10,11,12,13,15,16,17,18,23,25,26	10-14	?	deel58:p104
W:W21,26,34,35,38,42,43,45:B1,13,14,18,19,22,23,24	43-39	?	deel58:p105
B:W27,28,32,35,36,37,38,39,40,42,43,44,45,47,48,49:B2,3,5,6,8,10,11,12,13,15,16,18,20,21,23,26	3-9	?	deel58:p105
B:W25,26,29,31,36,38,39,41,42,43,44,46,47,48,49,50:B2,3,4,6,7,8,10,11,12,13,14,15,17,18,22,27	13-19	?	deel58:p106
B:W27,31,34,35,38,40,42,45,47,48,49:B3,4,6,8,12,13,14,17,18,20,23	20-24	?	deel58:p106
W:W24,29,30,32,34,37,40,41,42,45,49:B3,4,9,11,13,15,16,19,20,22,25	37-31	?	deel58:p106
B:W24,29,30,31,32,34,40,41,42,45,49:B3,4,9,11,13,15,16,19,20,22,25	22-28	!	deel58:p106
W:W23,34,35,36,37,38,39,42,43,45:B2,3,6,8,11,13,14,15,16,25	38-32	?	deel58:p106
B:W26,29,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,49,50:B2,3,4,6,7,8,9,10,11,12,13,14,15,16,18,19,20,22,23	12-17	?	deel58:p107
B:W27,28,30,32,33,34,36,37,38,40,42,43,44,48,50:B3,5,6,9,12,13,15,16,17,19,20,23,24,26,35	17-21	?	deel58:p108
W:W27,28,30,32,33,34,36,37,38,40,42,43,44,48,50:B3,5,6,9,12,13,15,16,19,20,21,23,24,26,35	44-39	!	deel58:p108
W:W15,24,25,26,33,37,38,39,40,42,47:B4,7,9,12,14,17,22,27,28,29,36	24-19	?	deel58:p108
W:W32,33,36,38,41,42,43,44,45:B2,4,8,11,12,13,14,17,18,34	44-39	?	deel58:p108
B:W30,32,33,36,38,41,42,43,45:B2,4,8,11,12,13,17,18,20	20-25	!	deel58:p108
B:W24,26,27,31,34,35,38,40,42,45:B7,9,12,13,15,16,17,18,23,25	23-28	?	deel58:p108
W:W24,26,27,31,34,35,38,40,42,45:B7,9,12,13,15,16,17,18,25,28	26-21	!	deel58:p108
B:W20,24,25,33,36,39,40,41,42,43,46,47,48,49,50:B2,3,4,6,7,8,9,13,14,15,16,18,21,26,32	14-19	?	deel58:p109
W:W20,24,25,33,36,39,40,41,42,43,46,47,48,49,50:B2,3,4,6,7,8,9,13,15,16,18,19,21,26,32	39-34	!	deel58:p109
W:W25,26,30,32,35,37,38,39,45,49:B4,12,14,15,16,17,18,21,23,29	37-31	?	deel58:p109
W:W25,30,32,35,36,37,38,39,43,47,48,49:B2,3,9,10,12,13,14,16,19,21,24,26,29	37-31	!	deel58:p109
W:W24,30,31,33,34,35,36,37,38,39,40,41,42,45,46,48:B2,3,6,8,10,11,12,13,14,15,16,18,21,22,25,28	31-26	?	deel58:p109
B:W24,26,30,33,34,35,36,37,38,39,40,41,42,45,46,48:B2,3,6,8,10,11,12,13,14,15,16,18,21,22,25,28	22-27	!	deel58:p109
W:W26,33,34,38,39,40,41,42,43,44,47,49:B2,8,12,14,15,17,18,19,22,23,25,27	41-37	?	deel58:p110
B:W23,28,29,32,34,36,38,39,40,44,50:B8,12,13,14,15,20,25,26,27,30,35	13-18	?	deel58:p110
B:W26,28,29,32,33,34,35,36,37,38,39,40,42,44,47,49,50:B2,4,7,8,9,10,11,12,13,14,15,16,17,20,22,24,25	22-27	?	deel58:p110
W:W23,24,28,29,33,34,36,38,39,43,44,47,48:B2,3,8,12,13,14,15,17,18,20,25,26,27	34-30	?	deel58:p110
W:W25,26,27,30,32,33,35,40,44:B9,14,15,16,17,18,19,23,24	40-34	?	deel58:p111
B:W25,26,27,30,32,33,34,35,44:B9,14,15,16,17,18,19,23,24	14-20	!	deel58:p111
B:WK3,26,27,30,32,33,34,35,44:B15,16,17,18,19,23,24	18-22	!	deel58:p111
B:W25,27,28,30,31,32,35,36,38,40,42,45,48:B3,8,9,13,14,15,16,17,18,19,21,23,24	21-26	?	deel58:p111
W:W25,27,28,30,31,32,35,36,38,40,42,45,48:B3,8,9,13,14,15,16,17,18,19,23,24,26	27-21	!	deel58:p111
B:W22,30,32,33,34,35,36,38,43,48:B7,8,9,13,14,16,19,21,23,24	7-11	?	deel58:p111
W:W23,26,28,29,33,34,35,36,37,38,39,41,42,43,46,47,48,50:B2,3,4,6,7,8,9,10,11,12,14,15,17,19,20,24,25,27	37-32	?	deel58:p112
B:W17,21,22,26,34,35,36,38,39,41,42,43,46,47,48:B2,3,4,6,7,8,10,11,12,13,14,15,20,25	11-16	!	deel58:p112
B:W23,28,30,33,34,38,39,42,46:B3,8,13,14,15,25,26,27,36	13-19	?	deel58:p112
B:W25,27,28,32,35,36,37,38,39,40,42,43,44,45,46,47,48,49:B2,3,6,7,8,9,10,11,12,13,14,15,16,17,18,20,23,26	17-22	?	deel58:p112
W:W25,27,28,31,32,33,36,37,38,39,40,43,45,48:B2,3,6,9,11,12,13,14,15,16,18,19,20,23	31-26	?	deel58:p112
B:W27,28,29,33,34,35,36,37,38,39,40,44,45,48:B3,8,9,10,12,13,14,15,16,18,20,24,25,26	12-17	?	deel58:p113
W:W28,33,34,36,38,39,40,44,45,48:B3,8,9,10,13,14,15,17,18,25,27,29,35,37	34x41	!	deel58:p113
W:W16,17,25,33,35,36,38,39,43,48:B2,3,6,8,9,13,14,15,24,26	17-11	!	deel58:p113
B:W27,28,32,35,37,38,39,40,41,42,43,45,47,48,49,50:B1,2,3,4,7,8,9,10,12,13,15,16,17,18,23,24	13-19	?	deel58:p113
B:W27,28,31,32,33,38,43,44:B3,6,12,16,19,23,24,35	3-9	?	deel58:p113
B:W30,31,33,34,35,36,38,39,42,43,48:B3,4,12,13,14,15,16,18,22,23,27	4-9	?	deel58:p113
B:W26,27,28,32,33,34,35,36,38,40,42,43,45,47,48,49:B3,6,7,9,12,13,14,15,16,18,19,20,21,23,24,25	3-8	?	deel58:p114
B:W24,27,28,32,36,37,38,39,43,45,48:B6,8,9,13,15,16,19,20,23,26	19x30	?	deel58:p114
W:W27,28,32,33,34,35,36,37,38,39,40,42,43,44,45,47,48:B2,3,4,6,8,9,11,12,13,14,15,16,19,21,23,24,26	47-41	?	deel58:p114
W:W22,31,32,36,37,38,42,45,48:B3,6,11,12,13,16,23,26,30	38-33	?	deel58:p115
W:W23,27,32,33,34,36,37,38,39,40,41:B4,6,11,12,13,14,16,21,25,26,30	33-29	?	deel58:p115
W:W25,27,28,32,33,35,37,38,44,45,48:B3,6,11,12,13,16,18,19,23,24,26	44-39	?	deel58:p115
W:W26,29,30,33,38,42,43,45:B3,12,13,14,15,17,22,27	45-40	?	deel58:p116
B:WK2,34,36,39,44:B4,25,30,38	38-43	?	deel58:p116
W:WK35,34,36,39,44:BK49,4,25	34-30	!	deel58:p116
B:W26,28,29,32,36,39,40,42,43,44,47,48,49,50:B3,4,6,8,9,11,12,13,15,16,18,20,22,24	24x33	?	deel58:p116
B:W25,27,28,30,32,33,34,35,37,38,40,42,45,47,48:B1,2,3,7,9,12,13,14,15,16,17,19,23,24,26	24-29	?	deel58:p120
W:W24,25,29,33,37,39,40,42,47,48:B3,4,8,13,14,15,18,21,27,36	37-32	!	deel58:p121
W:W27,28,32,34,35,36,37,40,43,45:B9,12,13,15,16,18,20,21,24,25	37-31	!	deel58:p122
B:W27,28,31,32,34,35,36,40,43,45:B9,12,13,15,16,18,20,21,24,25	21-26	?	deel58:p122
W:W27,28,30,32,33,35,36,37,38,39,41,43,44,45:B3,6,8,9,12,13,15,16,18,19,20,23,24,26	36-31	?	deel58:p124
B:W26,27,29,31,32,35,37,38,39,43,44,45,47,49:B3,4,6,7,8,10,11,12,16,17,18,19,22,25	3-9	?	deel58:p125
W:W35,38,39,43,44,45,47,49:B4,6,7,8,9,10,11,17,23,25,27,29	38-33	!	deel58:p125
B:W25,27,28,32,37,42,43,44,45,48:B3,6,9,11,13,15,16,18,19,26	18-22	!	deel58:p126
B:W25,27,32,39,42,44,45,48:B6,8,9,15,16,17,19,26,33	26-31	!	deel58:p126
B:W25,32,36,40,42,43,44,48:B6,8,9,15,16,17,19,33	15-20	!	deel58:p126
W:W18,31,32,34,35,36,37,38,42,48:B6,7,9,13,15,16,19,21,26	48-43	!	deel58:p126
W:W35,38,47:B6,7,9,15,16,19,22,30	35x4	!	deel58:p126
B:W23,27,33,36,39,40,42,43,44,49:B2,8,12,15,18	18x47	!	deel58:p127
W:W16,26,29,32,33,34,37,39,44:B6,12,13,17,18,20,25,30,35	32-28	?	deel58:p130
W:W21,22,26,27,28,31,36,38,42,43,45:B6,7,8,11,12,13,14,16,18,25,30,34	43-39	!	deel58:p136
B:W22,27,28,32,35,36,37,38,39,42,44,45,47,48,49:B2,3,4,6,7,8,9,11,13,15,16,17,20,24,25	4-10	?!	deel58:p137
B:WK30,35,36,37,38,39,42,44,45,47,48,49:B2,3,6,8,11,15,20,25	25x41	!	deel58:p137
W:W28,32,33,35,38,39,42,45:B6,11,15,18,19,21,24,25	42-37	?	deel58:p137
B:W25,26,27,28,29,32,36,38,46,50:B3,7,12,13,14,16,17,18,19,21,35	3-8	?	deel58:p137
W:W25,26,27,28,29,32,36,38,46,50:B7,8,12,13,14,16,17,18,19,21,35	46-41	!	deel58:p137
B:W25,26,27,29,32,34,38,42,43,44:B3,6,12,13,14,16,17,18,20,23	17-22	?	deel58:p137
W:W25,26,27,29,32,34,38,42,43,44:B3,6,12,13,14,16,18,20,22,23	32-28	!	deel58:p137
W:W29,32,33,35,36,37,38,39,40,42,45,48:B2,3,8,9,13,15,16,18,20,21,24,25	32-28	?	deel58:p138
B:W24,26,29,30,31,33,36,37,39,42,43,44,45,47:B2,4,6,8,9,11,12,13,14,15,17,22,27,28	17-21	!	deel58:p138
W:W25,26,27,28,32,39:BK38,6,12,13,14,16,18,24,35,37	32x41	!	deel58:p139
W:W23,26,33,38,39,40,42,44,49:B7,10,12,13,15,17,20,24,25,27	33-28	?	deel58:p139
B:W21,26,27,33,35,37,38,39:B6,8,10,11,12,18,23,24	12-17	!	deel58:p139
B:WK29,26,27,33,35,37,38,39:B6,11,18,23	23x41	!	deel58:p139
B:W10,36,37,38,41,43,45,46,47,48,49,50:B1,2,3,4,6,7,11,15,20,25,28,30	28-33	!	deel58:p140
B:W26,27,28,30,32,33,37,38,39,44:B4,7,10,12,13,15,16,17,18,20	10-14	?	deel58:p140
W:W35,36,37,38,39,48,49:B3,18,20,22,23,24,26	36-31	?	deel58:p140
W:W25,26,29,30,31,35,36,37,38,43,44,48,50:B2,3,8,11,12,13,14,15,16,17,18,22,23	30-24	!	deel59:p8
B:W25,29,30,32,33,35,36,37,38,42,44,48:B2,3,4,8,9,10,13,16,18,19,21,27	19-23	?	deel59:p8
W:W25,29,30,32,33,35,36,37,38,42,44,48:B2,3,4,8,9,10,13,16,18,21,23,27	30-24	!	deel59:p8
B:W25,27,28,37,38,40,42,43,44,48:B3,6,9,11,13,15,16,18,19,26	18-22	!	deel59:p13
W:W27,28,32,33,34,35,37,38,42,48:B2,3,11,14,16,19,21,23,24,26	27-22	!	deel59:p14
W:W28,32,33,34,35,37,38,42,48:B2,3,7,14,19,21,23,24,26	28-22	!	deel59:p14
W:W22,32,34,35,37,38,43:B2,7,19,21,23,25,26	35-30	!	deel59:p14
B:W15,26,29,30,31,34,36,40,43,45:B4,7,8,12,17,19,22,25,27,32	19-23	?	deel59:p17
W:W15,26,29,30,31,34,36,40,43,45:B4,7,8,12,17,19,22,25,27,32	29-23	!	deel59:p17
W:W15,26,30,31,34,36,40,43,45:B4,7,8,12,17,22,25,27,28,32	30-24	!	deel59:p17
B:WK10,26,31,36,43,45:B12,13,17,22,23,27,28,32,34	17-21	!	deel59:p17
B:W15,26,31,35,36,45,49:B4,7,8,12,17,18,19	17-21	!	deel59:p18
B:W15,25,26,35,36,39:B4,12,19,23,24,27	23-29	!	deel59:p18
W:W27,28,31,32,33,38,40,42,43,48:B4,6,7,11,15,17,18,19,24,29	28-23	!	deel59:p20
W:W38,40,42,43,48:B4,6,7,11,15,18,24,26,29,39	43x1	!	deel59:p20
W:W32,37,40,43,49:B6,9,21,26,35	49-44	?	deel59:p20
B:W32,37,40,43,44:B6,9,21,26,35	21-27	!	deel59:p20
W:W23,28,29,33,36,40,41,44,45,49:BK19,2,3,4,8,9,10,13,15,16,20,25	23x5	!	deel59:p21
B:WK5,6,23,24,29,36,37,38,39,40,43,44,45,49:B2,3,4,7,8,9,12,13,15,16	15-20	!	deel59:p21
W:W15,23,24,35,39,43:B2,4,8,9,41	39-34	?	deel59:p22
B:W25,26,31,33,36,38,39,42,43,44,47:B8,12,13,16,17,18,22,23,24,27,28	27-32	!	deel59:p22
B:W25,26,27,31,33,36,39,42,43,44,47:B8,12,13,16,17,18,22,23,24,28	23-29	!	deel59:p22
W:W25,30,33,35,36,38,39,42,45:B6,9,11,12,14,18,19,23,24	45-40	?	deel59:p22
B:W25,27,28,32,33,35,37,38,39,40,42,45:B3,13,14,15,16,17,18,19,21,23,24,26	17-22	?	deel59:p24
B:W18,30,34,35,37,38,42,45:B3,4,16,17,19,20,26	20-25	!	deel59:p24
W:W25,27,28,32,33,35,36,37,38,39,40,42,43,45,46,47,48,49,50:B1,2,3,4,6,7,8,9,12,13,14,15,16,17,18,19,23,24,26	39-34	?	deel59:p24
B:W27,28,32,33,35,36,37,38,39,40,42,43,45,46,47,48,49,50:B1,2,3,4,5,6,7,8,9,10,12,15,16,18,19,21,23,26	15-20	?	deel59:p24
W:W29,31,32,33,34,35,36,38,40,42,44,45:B7,8,9,12,14,15,16,20,21,22,24,25	33-28	!	deel59:p25
W:W29,31,32,34,35,36,38,40,42,44,45:B7,8,9,12,14,15,16,20,21,24,25,33	32-28	!	deel59:p25
W:W26,30,38,47,48:B3,14,19,22,27	38-32	!	deel59:p25
W:W11,25,26,36:B8,24,29,40	11-6	?	deel59:p26
B:WK6,17,36:B8,24,33,45	8-12	!	deel59:p26
W:W7,25,26,36:BK40,8,24,33	7-2	!	deel59:p26
W:W27,28,32,33,34,35,48:B11,16,18,19,20,21	28-23	!	deel59:p27
W:W25,28,33,35,36,38,39,40,42,43,45,48,49:B3,5,6,8,9,10,13,14,15,17,24,26,27	42-37	?	deel59:p39
B:W26,29,30,32,33,34,36,37,38,42,48:B6,9,11,13,14,15,16,17,18,21,27	13-19	?	deel59:p39
B:W23,26,33,35,36,38,39,40,42,43,44:B5,6,8,9,10,11,13,20,24,25,27	8-12	?	deel59:p42
W:W27,30,32,33,34,35,36,37,38,39,45,48:B6,7,11,12,13,14,18,19,20,23,24,25	48-43	?	deel59:p43
B:W25,27,28,32,33,36,37,38,39,40,45:B5,12,13,14,16,18,19,21,23,24,26	5-10	?	deel59:p43
W:W25,28,32,33,36,37,38,39,40,45:B10,12,13,14,16,19,21,23,24,26,27	37-31	!	deel59:p43
B:W27,28,32,34,36,38,39,40,42,44,48,50:B2,4,8,13,14,16,18,19,21,23,25,35	25-30	?	deel59:p43
B:W24,25,30,33,37,38,41,42,43,45:B3,6,7,8,13,14,16,18,22,26	8-12	?	deel59:p43
W:W17,23,26,42:BK49,15,44	17-12	?	deel59:p43
B:W22,28,30,32,33,35,36,38,39,40,42,43,45,47,48,49:B2,3,6,10,11,12,13,14,15,16,17,19,20,23,24,29	16-21	?	deel59:p44
W:W25,27,28,30,32,35,36,37,38,40,43,48,50:B3,9,11,12,13,14,15,16,18,19,23,26,29	38-33	!	deel59:p44
B:W21,26,28,33,38,43,44,45,48:B4,8,9,11,12,13,19,20,30	11-16	?	deel59:p44
W:W10,27,32,37,38,40,42:BK48,3,16,17,18,21,26	10-4	?	deel59:p44
B:WK4,18,32,37,38,40,42:BK48,3,16,17,21,26	3-9	!	deel59:p44
